,Unnamed: 0,Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered
0,131,Amazonas,Colombia,2020-10-14 04:24:05,2754,117,2625
1,132,Antioquia,Colombia,2020-10-14 04:24:05,135372,2727,116773
2,133,Arauca,Colombia,2020-10-14 04:24:05,2221,67,1831
3,134,Atlantico,Colombia,2020-10-14 04:24:05,69099,3093,64597
4,135,Bolivar,Colombia,2020-10-14 04:24:05,30832,805,28961
5,136,Boyaca,Colombia,2020-10-14 04:24:05,9921,203,7372
6,137,Caldas,Colombia,2020-10-14 04:24:05,8139,170,5918
7,138,Capital District,Colombia,2020-10-14 04:24:05,290332,7155,256202
8,139,Caqueta,Colombia,2020-10-14 04:24:05,9892,345,8482
9,140,Casanare,Colombia,2020-10-14 04:24:05,3276,62,2340
10,141,Cauca,Colombia,2020-10-14 04:24:05,11054,302,9267
11,142,Cesar,Colombia,2020-10-14 04:24:05,22725,703,19470
12,143,Choco,Colombia,2020-10-14 04:24:05,4066,159,3805
13,144,Cordoba,Colombia,2020-10-14 04:24:05,25055,1584,22133
14,145,Cundinamarca,Colombia,2020-10-14 04:24:05,37101,1088,32964
15,146,Guainia,Colombia,2020-10-14 04:24:05,1026,17,925
16,147,Guaviare,Colombia,2020-10-14 04:24:05,1121,20,921
17,148,Huila,Colombia,2020-10-14 04:24:05,15831,477,12208
18,149,La Guajira,Colombia,2020-10-14 04:24:05,8987,356,7903
19,150,Magdalena,Colombia,2020-10-14 04:24:05,16177,865,14353
20,151,Meta,Colombia,2020-10-14 04:24:05,19134,471,16806
21,152,Narino,Colombia,2020-10-14 04:24:05,19722,721,17241
22,153,Norte de Santander,Colombia,2020-10-14 04:24:05,17987,980,15477
23,154,Putumayo,Colombia,2020-10-14 04:24:05,4039,187,3496
24,155,Quindio,Colombia,2020-10-14 04:24:05,5610,148,4012
25,156,Risaralda,Colombia,2020-10-14 04:24:05,13534,298,11255
26,157,San Andres y Providencia,Colombia,2020-10-14 04:24:05,1636,23,1416
27,158,Santander,Colombia,2020-10-14 04:24:05,35771,1474,29953
28,159,Sucre,Colombia,2020-10-14 04:24:05,14762,597,13531
29,160,Tolima,Colombia,2020-10-14 04:24:05,14749,431,12317
30,161,Unknown,Colombia,2020-10-14 04:24:05,0,0,0
31,162,Valle del Cauca,Colombia,2020-10-14 04:24:05,70557,2479,60623
32,163,Vaupes,Colombia,2020-10-14 04:24:05,938,12,894
33,164,Vichada,Colombia,2020-10-14 04:24:05,678,5,632
