,Unnamed: 0,Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered
0,131,Amazonas,Colombia,2020-10-23 04:24:46,2876,117,2738
1,132,Antioquia,Colombia,2020-10-23 04:24:46,149191,2940,137659
2,133,Arauca,Colombia,2020-10-23 04:24:46,2742,83,2435
3,134,Atlantico,Colombia,2020-10-23 04:24:46,70288,3113,65982
4,135,Bolivar,Colombia,2020-10-23 04:24:46,31708,823,30285
5,136,Boyaca,Colombia,2020-10-23 04:24:46,11710,247,9984
6,137,Caldas,Colombia,2020-10-23 04:24:46,10405,223,8442
7,138,Capital District,Colombia,2020-10-23 04:24:46,304567,7404,271761
8,139,Caqueta,Colombia,2020-10-23 04:24:46,10587,374,9373
9,140,Casanare,Colombia,2020-10-23 04:24:46,4196,72,3290
10,141,Cauca,Colombia,2020-10-23 04:24:46,12175,343,10741
11,142,Cesar,Colombia,2020-10-23 04:24:46,24108,756,21598
12,143,Choco,Colombia,2020-10-23 04:24:46,4122,160,3870
13,144,Cordoba,Colombia,2020-10-23 04:24:46,25753,1608,23146
14,145,Cundinamarca,Colombia,2020-10-23 04:24:46,39568,1144,36243
15,146,Guainia,Colombia,2020-10-23 04:24:46,1097,18,1047
16,147,Guaviare,Colombia,2020-10-23 04:24:46,1307,21,1173
17,148,Huila,Colombia,2020-10-23 04:24:46,18950,546,16416
18,149,La Guajira,Colombia,2020-10-23 04:24:46,9386,381,8576
19,150,Magdalena,Colombia,2020-10-23 04:24:46,16685,877,15094
20,151,Meta,Colombia,2020-10-23 04:24:46,20772,490,19082
21,152,Narino,Colombia,2020-10-23 04:24:46,20728,747,18783
22,153,Norte de Santander,Colombia,2020-10-23 04:24:46,19446,1018,17450
23,154,Putumayo,Colombia,2020-10-23 04:24:46,4224,196,3747
24,155,Quindio,Colombia,2020-10-23 04:24:46,7642,193,6208
25,156,Risaralda,Colombia,2020-10-23 04:24:46,15488,345,13723
26,157,San Andres y Providencia,Colombia,2020-10-23 04:24:46,1806,29,1703
27,158,Santander,Colombia,2020-10-23 04:24:46,38814,1580,34187
28,159,Sucre,Colombia,2020-10-23 04:24:46,15205,606,14125
29,160,Tolima,Colombia,2020-10-23 04:24:46,16678,518,14673
30,161,Unknown,Colombia,2020-10-23 04:24:46,0,0,0
31,162,Valle del Cauca,Colombia,2020-10-23 04:24:46,76407,2644,68588
32,163,Vaupes,Colombia,2020-10-23 04:24:46,992,12,961
33,164,Vichada,Colombia,2020-10-23 04:24:46,750,9,727
