,Unnamed: 0,Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered
0,131,Amazonas,Colombia,2020-10-12 04:23:45,2750,117,2618
1,132,Antioquia,Colombia,2020-10-12 04:23:45,131719,2634,110413
2,133,Arauca,Colombia,2020-10-12 04:23:45,2202,64,1688
3,134,Atlantico,Colombia,2020-10-12 04:23:45,68926,3083,64164
4,135,Bolivar,Colombia,2020-10-12 04:23:45,30665,801,28439
5,136,Boyaca,Colombia,2020-10-12 04:23:45,9491,191,6924
6,137,Caldas,Colombia,2020-10-12 04:23:45,7785,164,5527
7,138,Capital District,Colombia,2020-10-12 04:23:45,287845,7072,254630
8,139,Caqueta,Colombia,2020-10-12 04:23:45,9649,335,8006
9,140,Casanare,Colombia,2020-10-12 04:23:45,3100,59,2160
10,141,Cauca,Colombia,2020-10-12 04:23:45,10885,297,8739
11,142,Cesar,Colombia,2020-10-12 04:23:45,22418,688,18460
12,143,Choco,Colombia,2020-10-12 04:23:45,4061,158,3782
13,144,Cordoba,Colombia,2020-10-12 04:23:45,24936,1577,21750
14,145,Cundinamarca,Colombia,2020-10-12 04:23:45,36720,1067,31834
15,146,Guainia,Colombia,2020-10-12 04:23:45,1024,17,874
16,147,Guaviare,Colombia,2020-10-12 04:23:45,1102,19,822
17,148,Huila,Colombia,2020-10-12 04:23:45,15240,447,11119
18,149,La Guajira,Colombia,2020-10-12 04:23:45,8855,345,7582
19,150,Magdalena,Colombia,2020-10-12 04:23:45,16030,862,14077
20,151,Meta,Colombia,2020-10-12 04:23:45,18705,456,15541
21,152,Narino,Colombia,2020-10-12 04:23:45,19568,715,17027
22,153,Norte de Santander,Colombia,2020-10-12 04:23:45,17802,964,14801
23,154,Putumayo,Colombia,2020-10-12 04:23:45,4012,184,3399
24,155,Quindio,Colombia,2020-10-12 04:23:45,5313,137,3497
25,156,Risaralda,Colombia,2020-10-12 04:23:45,13269,290,10585
26,157,San Andres y Providencia,Colombia,2020-10-12 04:23:45,1613,22,1307
27,158,Santander,Colombia,2020-10-12 04:23:45,35213,1443,28510
28,159,Sucre,Colombia,2020-10-12 04:23:45,14721,593,13274
29,160,Tolima,Colombia,2020-10-12 04:23:45,14417,400,11570
30,161,Unknown,Colombia,2020-10-12 04:23:45,0,174,6656
31,162,Valle del Cauca,Colombia,2020-10-12 04:23:45,69677,2442,58643
32,163,Vaupes,Colombia,2020-10-12 04:23:45,931,12,849
33,164,Vichada,Colombia,2020-10-12 04:23:45,672,5,520
