,Unnamed: 0,Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered
0,131,Amazonas,Colombia,2020-10-07 04:23:40,2747,117,2616
1,132,Antioquia,Colombia,2020-10-07 04:23:40,121792,2549,109184
2,133,Arauca,Colombia,2020-10-07 04:23:40,1971,57,1650
3,134,Atlantico,Colombia,2020-10-07 04:23:40,68288,3079,63954
4,135,Bolivar,Colombia,2020-10-07 04:23:40,29986,789,28064
5,136,Boyaca,Colombia,2020-10-07 04:23:40,8358,173,6711
6,137,Caldas,Colombia,2020-10-07 04:23:40,6771,146,5357
7,138,Capital District,Colombia,2020-10-07 04:23:40,279249,6942,248307
8,139,Caqueta,Colombia,2020-10-07 04:23:40,9109,317,7858
9,140,Casanare,Colombia,2020-10-07 04:23:40,2746,56,2099
10,141,Cauca,Colombia,2020-10-07 04:23:40,10371,289,8625
11,142,Cesar,Colombia,2020-10-07 04:23:40,21343,665,18126
12,143,Choco,Colombia,2020-10-07 04:23:40,4045,158,3779
13,144,Cordoba,Colombia,2020-10-07 04:23:40,24596,1568,21698
14,145,Cundinamarca,Colombia,2020-10-07 04:23:40,35087,1043,31476
15,146,Guainia,Colombia,2020-10-07 04:23:40,978,16,859
16,147,Guaviare,Colombia,2020-10-07 04:23:40,1019,19,792
17,148,Huila,Colombia,2020-10-07 04:23:40,13314,415,10911
18,149,La Guajira,Colombia,2020-10-07 04:23:40,8464,331,7533
19,150,Magdalena,Colombia,2020-10-07 04:23:40,15638,858,14026
20,151,Meta,Colombia,2020-10-07 04:23:40,17484,440,15353
21,152,Narino,Colombia,2020-10-07 04:23:40,18985,707,16843
22,153,Norte de Santander,Colombia,2020-10-07 04:23:40,16890,940,14689
23,154,Putumayo,Colombia,2020-10-07 04:23:40,3935,181,3379
24,155,Quindio,Colombia,2020-10-07 04:23:40,4521,123,3394
25,156,Risaralda,Colombia,2020-10-07 04:23:40,12154,277,10354
26,157,San Andres y Providencia,Colombia,2020-10-07 04:23:40,1542,17,1288
27,158,Santander,Colombia,2020-10-07 04:23:40,33143,1393,28116
28,159,Sucre,Colombia,2020-10-07 04:23:40,14272,586,13211
29,160,Tolima,Colombia,2020-10-07 04:23:40,13296,370,11438
30,161,Unknown,Colombia,2020-10-07 04:23:40,0,0,0
31,162,Valle del Cauca,Colombia,2020-10-07 04:23:40,66245,2379,57798
32,163,Vaupes,Colombia,2020-10-07 04:23:40,863,12,816
33,164,Vichada,Colombia,2020-10-07 04:23:40,606,5,508
