,Unnamed: 0,Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered
0,131,Amazonas,Colombia,2020-10-18 04:24:25,2770,117,2629
1,132,Antioquia,Colombia,2020-10-18 04:24:25,141427,2819,126390
2,133,Arauca,Colombia,2020-10-18 04:24:25,2561,71,2108
3,134,Atlantico,Colombia,2020-10-18 04:24:25,69557,3100,65162
4,135,Bolivar,Colombia,2020-10-18 04:24:25,31210,816,29559
5,136,Boyaca,Colombia,2020-10-18 04:24:25,10706,221,8327
6,137,Caldas,Colombia,2020-10-18 04:24:25,8988,194,6928
7,138,Capital District,Colombia,2020-10-18 04:24:25,295594,7277,265955
8,139,Caqueta,Colombia,2020-10-18 04:24:25,10154,351,8840
9,140,Casanare,Colombia,2020-10-18 04:24:25,3737,67,2707
10,141,Cauca,Colombia,2020-10-18 04:24:25,11679,322,9923
11,142,Cesar,Colombia,2020-10-18 04:24:25,23370,728,20483
12,143,Choco,Colombia,2020-10-18 04:24:25,4089,160,3836
13,144,Cordoba,Colombia,2020-10-18 04:24:25,25383,1593,22552
14,145,Cundinamarca,Colombia,2020-10-18 04:24:25,38162,1120,34293
15,146,Guainia,Colombia,2020-10-18 04:24:25,1077,17,991
16,147,Guaviare,Colombia,2020-10-18 04:24:25,1205,21,1035
17,148,Huila,Colombia,2020-10-18 04:24:25,17130,502,14080
18,149,La Guajira,Colombia,2020-10-18 04:24:25,9182,371,8227
19,150,Magdalena,Colombia,2020-10-18 04:24:25,16370,867,14755
20,151,Meta,Colombia,2020-10-18 04:24:25,19767,481,17644
21,152,Narino,Colombia,2020-10-18 04:24:25,20191,734,17881
22,153,Norte de Santander,Colombia,2020-10-18 04:24:25,18585,996,16295
23,154,Putumayo,Colombia,2020-10-18 04:24:25,4128,192,3601
24,155,Quindio,Colombia,2020-10-18 04:24:25,6574,167,4843
25,156,Risaralda,Colombia,2020-10-18 04:24:25,14584,313,12371
26,157,San Andres y Providencia,Colombia,2020-10-18 04:24:25,1724,27,1545
27,158,Santander,Colombia,2020-10-18 04:24:25,37190,1518,31735
28,159,Sucre,Colombia,2020-10-18 04:24:25,15002,600,13843
29,160,Tolima,Colombia,2020-10-18 04:24:25,15473,466,13288
30,161,Unknown,Colombia,2020-10-18 04:24:25,0,0,0
31,162,Valle del Cauca,Colombia,2020-10-18 04:24:25,73099,2556,64025
32,163,Vaupes,Colombia,2020-10-18 04:24:25,975,12,934
33,164,Vichada,Colombia,2020-10-18 04:24:25,728,7,682
