,Unnamed: 0,Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered
0,131,Amazonas,Colombia,2020-10-05 04:23:33,2747,117,2616
1,132,Antioquia,Colombia,2020-10-05 04:23:33,120226,2505,109139
2,133,Arauca,Colombia,2020-10-05 04:23:33,1934,56,1649
3,134,Atlantico,Colombia,2020-10-05 04:23:33,67998,3077,63941
4,135,Bolivar,Colombia,2020-10-05 04:23:33,29458,786,28027
5,136,Boyaca,Colombia,2020-10-05 04:23:33,7956,164,6682
6,137,Caldas,Colombia,2020-10-05 04:23:33,6495,142,5356
7,138,Capital District,Colombia,2020-10-05 04:23:33,274829,6898,239626
8,139,Caqueta,Colombia,2020-10-05 04:23:33,8748,311,7841
9,140,Casanare,Colombia,2020-10-05 04:23:33,2637,56,2096
10,141,Cauca,Colombia,2020-10-05 04:23:33,9982,283,8622
11,142,Cesar,Colombia,2020-10-05 04:23:33,20933,646,18122
12,143,Choco,Colombia,2020-10-05 04:23:33,4036,158,3779
13,144,Cordoba,Colombia,2020-10-05 04:23:33,24392,1560,21695
14,145,Cundinamarca,Colombia,2020-10-05 04:23:33,34538,1032,31448
15,146,Guainia,Colombia,2020-10-05 04:23:33,961,15,839
16,147,Guaviare,Colombia,2020-10-05 04:23:33,943,18,783
17,148,Huila,Colombia,2020-10-05 04:23:33,12700,401,10894
18,149,La Guajira,Colombia,2020-10-05 04:23:33,8316,322,7522
19,150,Magdalena,Colombia,2020-10-05 04:23:33,15573,850,14023
20,151,Meta,Colombia,2020-10-05 04:23:33,16773,435,15323
21,152,Narino,Colombia,2020-10-05 04:23:33,18851,695,16911
22,153,Norte de Santander,Colombia,2020-10-05 04:23:33,16537,923,14636
23,154,Putumayo,Colombia,2020-10-05 04:23:33,3869,179,3379
24,155,Quindio,Colombia,2020-10-05 04:23:33,4205,117,3365
25,156,Risaralda,Colombia,2020-10-05 04:23:33,11799,270,10353
26,157,San Andres y Providencia,Colombia,2020-10-05 04:23:33,1506,16,1289
27,158,Santander,Colombia,2020-10-05 04:23:33,32586,1359,28076
28,159,Sucre,Colombia,2020-10-05 04:23:33,14197,584,13201
29,160,Tolima,Colombia,2020-10-05 04:23:33,12852,362,11428
30,161,Unknown,Colombia,2020-10-05 04:23:33,0,0,0
31,162,Valle del Cauca,Colombia,2020-10-05 04:23:33,65053,2359,57708
32,163,Vaupes,Colombia,2020-10-05 04:23:33,863,11,797
33,164,Vichada,Colombia,2020-10-05 04:23:33,559,5,508
