,Unnamed: 0,Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered
0,131,Amazonas,Colombia,2020-10-09 04:23:59,2750,117,2616
1,132,Antioquia,Colombia,2020-10-09 04:23:59,124823,2568,109409
2,133,Arauca,Colombia,2020-10-09 04:23:59,2135,59,1661
3,134,Atlantico,Colombia,2020-10-09 04:23:59,68621,3080,64015
4,135,Bolivar,Colombia,2020-10-09 04:23:59,30334,793,28254
5,136,Boyaca,Colombia,2020-10-09 04:23:59,8674,176,6735
6,137,Caldas,Colombia,2020-10-09 04:23:59,7255,151,5413
7,138,Capital District,Colombia,2020-10-09 04:23:59,282794,6982,250187
8,139,Caqueta,Colombia,2020-10-09 04:23:59,9430,321,7868
9,140,Casanare,Colombia,2020-10-09 04:23:59,2929,57,2110
10,141,Cauca,Colombia,2020-10-09 04:23:59,10570,292,8635
11,142,Cesar,Colombia,2020-10-09 04:23:59,21882,672,18179
12,143,Choco,Colombia,2020-10-09 04:23:59,4053,158,3780
13,144,Cordoba,Colombia,2020-10-09 04:23:59,24779,1569,21707
14,145,Cundinamarca,Colombia,2020-10-09 04:23:59,35873,1044,31531
15,146,Guainia,Colombia,2020-10-09 04:23:59,1020,16,860
16,147,Guaviare,Colombia,2020-10-09 04:23:59,1044,19,802
17,148,Huila,Colombia,2020-10-09 04:23:59,13874,428,10949
18,149,La Guajira,Colombia,2020-10-09 04:23:59,8654,335,7539
19,150,Magdalena,Colombia,2020-10-09 04:23:59,15804,858,14030
20,151,Meta,Colombia,2020-10-09 04:23:59,17987,442,15410
21,152,Narino,Colombia,2020-10-09 04:23:59,19177,708,16881
22,153,Norte de Santander,Colombia,2020-10-09 04:23:59,17268,945,14700
23,154,Putumayo,Colombia,2020-10-09 04:23:59,3974,181,3385
24,155,Quindio,Colombia,2020-10-09 04:23:59,4953,126,3409
25,156,Risaralda,Colombia,2020-10-09 04:23:59,12732,283,10460
26,157,San Andres y Providencia,Colombia,2020-10-09 04:23:59,1572,17,1298
27,158,Santander,Colombia,2020-10-09 04:23:59,33870,1404,28166
28,159,Sucre,Colombia,2020-10-09 04:23:59,14484,586,13218
29,160,Tolima,Colombia,2020-10-09 04:23:59,13790,381,11479
30,161,Unknown,Colombia,2020-10-09 04:23:59,0,0,0
31,162,Valle del Cauca,Colombia,2020-10-09 04:23:59,67552,2395,57954
32,163,Vaupes,Colombia,2020-10-09 04:23:59,870,12,819
33,164,Vichada,Colombia,2020-10-09 04:23:59,652,5,514
