,Unnamed: 0,Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered
0,131,Amazonas,Colombia,2020-10-19 04:24:16,2779,117,2631
1,132,Antioquia,Colombia,2020-10-19 04:24:16,143531,2837,128716
2,133,Arauca,Colombia,2020-10-19 04:24:16,2597,75,2192
3,134,Atlantico,Colombia,2020-10-19 04:24:16,69686,3102,65393
4,135,Bolivar,Colombia,2020-10-19 04:24:16,31338,817,29790
5,136,Boyaca,Colombia,2020-10-19 04:24:16,10855,227,8742
6,137,Caldas,Colombia,2020-10-19 04:24:16,9238,201,7206
7,138,Capital District,Colombia,2020-10-19 04:24:16,297173,7302,267440
8,139,Caqueta,Colombia,2020-10-19 04:24:16,10223,361,8973
9,140,Casanare,Colombia,2020-10-19 04:24:16,3800,67,2852
10,141,Cauca,Colombia,2020-10-19 04:24:16,11750,325,10117
11,142,Cesar,Colombia,2020-10-19 04:24:16,23645,735,20798
12,143,Choco,Colombia,2020-10-19 04:24:16,4095,160,3845
13,144,Cordoba,Colombia,2020-10-19 04:24:16,25397,1595,22716
14,145,Cundinamarca,Colombia,2020-10-19 04:24:16,38276,1126,34780
15,146,Guainia,Colombia,2020-10-19 04:24:16,1083,18,999
16,147,Guaviare,Colombia,2020-10-19 04:24:16,1208,21,1062
17,148,Huila,Colombia,2020-10-19 04:24:16,17399,509,14537
18,149,La Guajira,Colombia,2020-10-19 04:24:16,9246,374,8337
19,150,Magdalena,Colombia,2020-10-19 04:24:16,16400,869,14847
20,151,Meta,Colombia,2020-10-19 04:24:16,19910,485,17951
21,152,Narino,Colombia,2020-10-19 04:24:16,20284,738,18124
22,153,Norte de Santander,Colombia,2020-10-19 04:24:16,18705,1001,16546
23,154,Putumayo,Colombia,2020-10-19 04:24:16,4148,193,3631
24,155,Quindio,Colombia,2020-10-19 04:24:16,6752,169,5172
25,156,Risaralda,Colombia,2020-10-19 04:24:16,14824,325,12660
26,157,San Andres y Providencia,Colombia,2020-10-19 04:24:16,1732,28,1564
27,158,Santander,Colombia,2020-10-19 04:24:16,37439,1527,32343
28,159,Sucre,Colombia,2020-10-19 04:24:16,15071,602,13926
29,160,Tolima,Colombia,2020-10-19 04:24:16,15712,470,13628
30,161,Unknown,Colombia,2020-10-19 04:24:16,0,0,0
31,162,Valle del Cauca,Colombia,2020-10-19 04:24:16,73561,2575,65153
32,163,Vaupes,Colombia,2020-10-19 04:24:16,985,12,934
33,164,Vichada,Colombia,2020-10-19 04:24:16,730,7,689
